timestamp,sales,customers,average_order_value,customer_satisfaction
2024-10-12T00:01:47,2542,133,99.28,5.0
2024-10-12T00:01:48,2580,133,109.72,5.0
2024-10-12T00:01:49,2512,130,106.06,5.0
2024-10-12T00:01:50,2402,145,97.06,5.0
2024-10-12T00:01:51,2512,135,114.59,5.0
2024-10-12T00:01:52,2550,129,109.96,5.0
2024-10-12T00:01:53,2575,134,103.66,5.0
2024-10-12T00:01:54,2573,134,97.54,5.0
2024-10-12T00:01:55,2563,141,96.75,5.0
2024-10-12T00:01:56,2622,148,113.75,5.0
2024-10-12T00:01:57,2595,145,96.21,5.0
2024-10-12T00:01:58,2616,147,111.0,5.0
2024-10-12T00:01:59,2787,142,106.45,5.0
2024-10-12T00:02:00,2675,148,108.76,5.0
2024-10-12T00:02:01,2805,147,98.04,5.0
2024-10-12T00:02:02,2878,146,108.51,5.0
2024-10-12T00:02:03,2868,139,114.29,5.0
2024-10-12T00:02:04,2985,134,115.68,5.0
2024-10-12T00:02:05,2876,127,110.59,5.0
2024-10-12T00:02:06,3076,144,105.18,5.0
2024-10-12T00:02:07,3101,140,106.07,5.0
2024-10-12T00:02:08,3184,141,116.39,5.0
2024-10-12T00:02:09,3193,136,109.49,5.0
2024-10-12T00:02:10,3207,137,106.14,5.0
2024-10-12T00:02:11,3219,131,104.64,5.0
2024-10-12T00:02:12,3287,139,103.08,5.0
2024-10-12T00:02:13,3236,139,97.02,5.0
2024-10-12T00:02:14,3415,133,109.29,5.0
2024-10-12T00:02:15,3473,131,109.85,5.0
2024-10-12T00:02:16,3511,119,100.83,5.0
2024-10-12T00:02:17,3461,132,109.17,5.0
2024-10-12T00:02:18,3400,123,112.25,5.0
2024-10-12T00:02:19,3462,127,97.67,5.0
2024-10-12T00:02:20,3448,123,100.47,5.0
2024-10-12T00:02:21,3574,127,109.94,5.0
2024-10-12T00:02:22,3518,123,98.35,5.0
2024-10-12T00:02:23,3416,113,116.41,5.0
2024-10-12T00:02:24,3392,118,103.79,5.0
2024-10-12T00:02:25,3404,115,100.12,5.0
2024-10-12T00:02:26,3438,112,106.96,5.0
2024-10-12T00:02:27,3403,104,114.73,5.0
2024-10-12T00:02:28,3356,103,113.18,5.0
2024-10-12T00:02:29,3329,118,116.36,5.0
2024-10-12T00:02:30,3274,110,111.25,5.0
2024-10-12T00:02:31,3353,114,108.89,5.0
2024-10-12T00:02:32,3258,111,117.07,5.0
2024-10-12T00:02:33,3153,106,106.2,5.0
2024-10-12T00:02:34,3052,98,97.99,5.0
2024-10-12T00:02:35,3169,114,110.36,5.0
2024-10-12T00:02:36,3128,104,103.25,5.0
2024-10-12T00:02:37,2974,107,104.1,5.0
2024-10-12T00:02:38,2980,94,105.58,5.0
2024-10-12T00:02:39,2892,110,101.19,5.0
2024-10-12T00:02:40,2767,95,111.94,5.0
2024-10-12T00:02:41,2860,103,102.67,5.0
2024-10-12T00:02:42,2703,108,111.55,5.0
2024-10-12T00:02:43,2808,101,105.34,5.0
2024-10-12T00:02:44,2596,107,107.92,5.0
2024-10-12T00:02:45,2658,93,101.16,5.0
2024-10-12T00:02:46,2638,105,109.31,5.0
2024-10-12T00:02:47,2672,105,108.29,5.0
2024-10-12T00:02:48,2590,95,106.36,5.0
2024-10-12T00:02:49,2480,92,104.48,5.0
2024-10-12T00:02:50,2454,103,109.45,5.0
2024-10-12T00:02:51,2519,97,115.58,5.0
2024-10-12T00:02:52,2502,93,115.79,5.0
2024-10-12T00:02:53,2423,112,111.65,5.0
2024-10-12T00:02:54,2586,100,116.57,5.0
2024-10-12T00:02:55,2598,94,101.12,5.0
2024-10-12T00:02:56,2440,97,100.8,5.0
2024-10-12T00:02:57,2613,105,115.8,5.0
2024-10-12T00:02:58,2486,113,114.73,5.0
2024-10-12T00:02:59,2673,107,112.58,5.0
2024-10-12T00:03:00,2664,104,104.61,5.0
2024-10-12T00:03:01,2581,115,113.02,5.0
2024-10-12T00:03:02,2690,109,99.46,5.0
2024-10-12T00:03:03,2707,103,102.73,5.0
2024-10-12T00:03:04,2796,124,117.43,5.0
2024-10-12T00:03:05,2901,107,111.65,5.0
2024-10-12T00:03:06,2789,118,111.92,5.0
2024-10-12T00:03:07,2942,110,103.88,5.0
2024-10-12T00:03:08,2929,112,105.02,5.0
2024-10-12T00:03:09,3082,117,118.85,5.0
2024-10-12T00:03:10,3041,116,111.67,5.0
2024-10-12T00:03:11,3139,122,108.92,5.0
2024-10-12T00:03:12,3137,114,108.0,5.0
2024-10-12T00:03:13,3150,118,117.13,5.0
2024-10-12T00:03:14,3181,120,101.5,5.0
2024-10-12T00:03:15,3355,119,114.65,5.0
2024-10-12T00:03:16,3399,127,117.13,5.0
2024-10-12T00:03:17,3443,134,110.26,5.0
2024-10-12T00:03:18,3462,127,106.11,5.0
2024-10-12T00:03:19,3437,138,102.09,5.0
2024-10-12T00:03:20,3545,136,107.53,5.0
2024-10-12T00:03:21,3384,132,102.81,5.0
2024-10-12T00:03:22,3464,132,107.63,5.0
2024-10-12T00:03:23,3573,138,116.21,5.0
2024-10-12T00:03:24,3404,138,114.55,5.0
2024-10-12T00:03:25,3572,135,102.02,5.0
2024-10-12T00:03:26,3453,142,102.48,5.0
2024-10-12T00:03:27,3448,128,111.4,5.0
2024-10-12T00:03:28,3439,142,117.5,5.0
2024-10-12T00:03:29,3501,132,115.73,5.0
2024-10-12T00:03:30,3365,138,107.8,5.0
2024-10-12T00:03:31,3344,140,108.8,5.0
2024-10-12T00:03:32,3454,141,105.21,5.0
2024-10-12T00:03:33,3387,134,117.51,5.0
2024-10-12T00:03:34,3306,136,115.0,5.0
2024-10-12T00:03:35,3254,134,116.22,5.0
2024-10-12T00:03:36,3236,142,108.31,5.0
2024-10-12T00:03:37,3196,130,113.95,5.0
2024-10-12T00:03:38,3070,130,119.68,5.0
2024-10-12T00:03:39,3061,138,110.3,5.0
2024-10-12T00:03:40,2991,145,116.84,5.0
2024-10-12T00:03:41,3016,136,104.84,5.0
2024-10-12T00:03:42,2900,139,109.43,5.0
2024-10-12T00:03:43,2871,135,121.03,5.0
2024-10-12T00:03:44,2846,127,115.74,5.0
2024-10-12T00:03:45,2720,131,114.35,5.0
2024-10-12T00:03:46,2675,126,103.62,5.0
2024-10-12T00:03:47,2727,124,110.93,5.0
2024-10-12T00:03:48,2638,123,103.83,5.0
2024-10-12T00:03:49,2516,129,116.45,5.0
2024-10-12T00:03:50,2605,134,103.11,5.0
2024-10-12T00:03:51,2624,123,106.4,5.0
2024-10-12T00:03:52,2632,118,103.58,5.0
2024-10-12T00:03:53,2598,130,111.22,5.0
2024-10-12T00:03:54,2423,118,103.13,5.0
2024-10-12T00:03:55,2486,110,113.25,5.0
2024-10-12T00:03:56,2417,125,110.71,5.0
2024-10-12T00:03:57,2482,113,112.72,5.0
2024-10-12T00:03:58,2495,122,114.16,5.0
2024-10-12T00:03:59,2572,105,115.71,5.0
2024-10-12T00:04:00,2553,117,112.92,5.0
2024-10-12T00:04:01,2663,105,104.59,5.0
2024-10-12T00:04:02,2621,111,115.43,5.0
2024-10-12T00:04:03,2592,120,119.18,5.0
2024-10-12T00:04:04,2750,107,118.44,5.0
2024-10-12T00:04:05,2620,105,104.24,5.0
2024-10-12T00:04:06,2825,107,102.5,5.0
2024-10-12T00:04:07,2886,109,108.66,5.0
2024-10-12T00:04:08,2801,106,115.99,5.0
2024-10-12T00:04:09,2981,97,117.92,5.0
2024-10-12T00:04:10,2981,94,111.74,5.0
2024-10-12T00:04:11,2981,99,117.78,5.0
2024-10-12T00:04:12,3081,104,112.95,5.0
2024-10-12T00:04:13,3145,105,102.93,5.0
2024-10-12T00:04:14,3133,91,113.28,5.0
2024-10-12T00:04:15,3191,105,117.53,5.0
2024-10-12T00:04:16,3242,93,121.64,5.0
2024-10-12T00:04:17,3347,108,115.94,5.0
2024-10-12T00:04:18,3276,92,111.54,5.0
2024-10-12T00:04:19,3308,99,110.75,5.0
2024-10-12T00:04:20,3365,99,105.09,5.0
2024-10-12T00:04:21,3434,93,106.31,5.0
2024-10-12T00:04:22,3516,90,117.11,5.0
2024-10-12T00:04:23,3539,108,119.26,5.0
2024-10-12T00:04:24,3548,105,113.54,5.0
2024-10-12T00:04:25,3547,93,106.49,5.0
2024-10-12T00:04:26,3485,108,108.75,5.0
2024-10-12T00:04:27,3576,103,115.12,5.0
2024-10-12T00:04:28,3521,94,108.54,5.0
2024-10-12T00:04:29,3420,96,120.6,5.0
2024-10-12T00:04:30,3559,95,112.53,5.0
2024-10-12T00:04:31,3416,95,119.08,5.0
2024-10-12T00:04:32,3493,108,122.17,5.0
2024-10-12T00:04:33,3388,102,107.32,5.0
2024-10-12T00:04:34,3383,117,123.34,5.0
2024-10-12T00:04:35,3434,101,119.81,5.0
2024-10-12T00:04:36,3222,119,104.31,5.0
2024-10-12T00:04:37,3331,109,120.68,5.0
2024-10-12T00:04:38,3190,111,116.84,5.0
2024-10-12T00:04:39,3257,111,117.97,5.0
2024-10-12T00:04:40,3199,119,110.04,5.0
2024-10-12T00:04:41,3029,112,105.6,5.0
2024-10-12T00:04:42,3080,128,115.16,5.0
2024-10-12T00:04:43,3057,126,111.88,5.0
2024-10-12T00:04:44,2868,111,104.88,5.0
2024-10-12T00:04:45,2859,127,120.72,5.0
2024-10-12T00:04:46,2802,124,107.08,5.0
2024-10-12T00:04:47,2889,134,113.73,5.0
2024-10-12T00:04:48,2697,136,118.4,5.0
2024-10-12T00:04:49,2720,132,116.95,5.0
2024-10-12T00:04:50,2683,123,111.55,5.0
2024-10-12T00:04:51,2574,134,112.0,5.0
2024-10-12T00:04:52,2639,134,107.15,5.0
2024-10-12T00:04:53,2564,134,114.55,5.0
2024-10-12T00:04:54,2591,136,124.14,5.0
2024-10-12T00:04:55,2436,138,118.03,5.0
2024-10-12T00:04:56,2471,138,114.7,5.0
2024-10-12T00:04:57,2550,146,113.99,5.0
2024-10-12T00:04:58,2507,134,109.16,5.0
2024-10-12T00:04:59,2483,143,111.63,5.0
2024-10-12T00:05:00,2573,137,118.54,5.0
2024-10-12T00:05:01,2603,134,110.48,5.0
2024-10-12T00:05:02,2497,133,124.65,5.0
2024-10-12T00:05:03,2565,142,111.08,5.0
2024-10-12T00:05:04,2496,149,108.4,5.0
2024-10-12T00:05:05,2602,135,115.91,5.0
2024-10-12T00:05:06,2636,132,123.21,5.0
2024-10-12T00:05:07,2638,149,107.63,5.0
2024-10-12T00:05:08,2669,144,109.49,5.0
2024-10-12T00:05:09,2679,147,120.01,5.0
2024-10-12T00:05:10,2787,140,113.83,5.0
2024-10-12T00:05:11,2902,130,111.79,5.0
2024-10-12T00:05:12,2979,136,119.68,5.0
2024-10-12T00:05:13,2918,139,113.01,5.0
2024-10-12T00:05:14,3063,139,124.98,5.0
2024-10-12T00:05:15,3130,146,112.05,5.0
2024-10-12T00:05:16,3059,135,119.54,5.0
2024-10-12T00:05:17,3128,140,117.43,5.0
2024-10-12T00:05:18,3228,136,106.35,5.0
2024-10-12T00:05:19,3136,133,112.98,5.0
2024-10-12T00:05:20,3225,136,115.02,5.0
2024-10-12T00:05:21,3359,139,111.18,5.0
2024-10-12T00:05:22,3335,135,122.53,5.0
2024-10-12T00:05:23,3381,133,125.6,5.0
2024-10-12T00:05:24,3391,132,108.18,5.0
2024-10-12T00:05:25,3390,130,122.14,5.0
2024-10-12T00:05:26,3376,125,109.25,5.0
2024-10-12T00:05:27,3538,130,110.37,5.0
2024-10-12T00:05:28,3465,113,107.75,5.0
2024-10-12T00:05:29,3541,130,111.2,5.0
2024-10-12T00:05:30,3585,123,110.14,5.0
2024-10-12T00:05:31,3579,109,112.39,5.0
2024-10-12T00:05:32,3419,127,116.77,5.0
2024-10-12T00:05:33,3574,120,118.47,5.0
2024-10-12T00:05:34,3426,120,121.45,5.0
2024-10-12T00:05:35,3404,117,108.92,5.0
2024-10-12T00:05:36,3470,111,111.49,5.0
2024-10-12T00:05:37,3462,100,125.02,5.0
2024-10-12T00:05:38,3406,106,118.37,5.0
2024-10-12T00:05:39,3210,117,114.04,5.0
2024-10-12T00:05:40,3189,114,117.86,5.0
2024-10-12T00:05:41,3126,96,110.83,5.0
2024-10-12T00:05:42,3167,109,124.75,5.0
2024-10-12T00:05:43,3165,105,121.03,5.0
2024-10-12T00:05:44,3065,99,116.63,5.0
2024-10-12T00:05:45,3103,97,115.88,5.0
2024-10-12T00:05:46,3024,97,124.74,5.0
2024-10-12T00:05:47,2879,99,125.33,5.0
2024-10-12T00:05:48,2907,101,113.84,5.0
2024-10-12T00:05:49,2838,99,112.77,5.0
2024-10-12T00:05:50,2881,94,122.67,5.0
2024-10-12T00:05:51,2828,97,123.37,5.0
2024-10-12T00:05:52,2628,104,115.35,5.0
2024-10-12T00:05:53,2595,107,122.53,5.0
2024-10-12T00:05:54,2717,105,110.59,5.0
2024-10-12T00:05:55,2649,110,118.28,5.0
2024-10-12T00:05:56,2539,110,109.85,5.0
2024-10-12T00:05:57,2595,90,115.91,5.0
2024-10-12T00:05:58,2509,105,118.84,5.0
2024-10-12T00:05:59,2536,94,119.32,5.0
2024-10-12T00:06:00,2513,110,121.77,5.0
2024-10-12T00:06:01,2589,100,122.55,5.0
2024-10-12T00:06:02,2574,97,119.6,5.0
2024-10-12T00:06:03,2416,95,117.71,5.0
2024-10-12T00:06:04,2584,107,123.77,5.0
2024-10-12T00:06:05,2601,113,120.92,5.0
2024-10-12T00:06:06,2458,111,117.7,5.0
2024-10-12T00:06:07,2649,97,110.42,5.0
2024-10-12T00:06:08,2667,102,127.1,5.0
2024-10-12T00:06:09,2650,104,125.15,5.0
2024-10-12T00:06:10,2766,107,114.31,5.0
2024-10-12T00:06:11,2694,109,125.68,5.0
2024-10-12T00:06:12,2747,105,117.38,5.0
2024-10-12T00:06:13,2750,120,111.45,5.0
2024-10-12T00:06:14,2764,113,110.62,5.0
2024-10-12T00:06:15,2976,126,122.95,5.0
2024-10-12T00:06:16,2885,123,122.69,5.0
2024-10-12T00:06:17,3068,116,112.83,5.0
2024-10-12T00:06:18,3013,124,119.89,5.0
2024-10-12T00:06:19,3085,129,116.05,5.0
2024-10-12T00:06:20,3242,133,119.98,5.0
2024-10-12T00:06:21,3178,129,118.61,5.0
2024-10-12T00:06:22,3175,126,126.83,5.0
2024-10-12T00:06:23,3356,125,117.67,5.0
2024-10-12T00:06:24,3363,119,114.26,5.0
2024-10-12T00:06:25,3425,128,109.45,5.0
2024-10-12T00:06:26,3384,140,122.22,5.0
2024-10-12T00:06:27,3329,131,116.5,5.0
2024-10-12T00:06:28,3393,137,116.34,5.0
2024-10-12T00:06:29,3533,139,114.5,5.0
2024-10-12T00:06:30,3431,131,111.42,5.0
2024-10-12T00:06:31,3499,130,113.28,5.0
2024-10-12T00:06:32,3533,138,129.44,5.0
2024-10-12T00:06:33,3493,136,126.35,5.0
2024-10-12T00:06:34,3560,132,113.09,5.0
2024-10-12T00:06:35,3430,134,115.77,5.0
2024-10-12T00:06:36,3405,146,127.16,5.0
2024-10-12T00:06:37,3481,133,121.59,5.0
2024-10-12T00:06:38,3373,148,125.75,5.0
2024-10-12T00:06:39,3321,144,126.61,5.0
2024-10-12T00:06:40,3285,142,113.61,5.0
2024-10-12T00:06:41,3308,139,119.24,5.0
2024-10-12T00:06:42,3349,140,110.51,5.0
2024-10-12T00:06:43,3184,145,111.3,5.0
2024-10-12T00:06:44,3159,145,117.1,5.0
2024-10-12T00:06:45,3187,145,127.08,5.0
2024-10-12T00:06:46,3109,142,125.1,5.0
2024-10-12T00:06:47,3074,141,124.49,5.0
2024-10-12T00:06:48,2974,140,127.29,5.0
2024-10-12T00:06:49,2988,136,116.15,5.0
2024-10-12T00:06:50,2869,128,116.05,5.0
2024-10-12T00:06:51,2947,140,110.77,5.0
2024-10-12T00:06:52,2878,141,122.45,5.0
2024-10-12T00:06:53,2744,140,120.42,5.0
2024-10-12T00:06:54,2674,124,129.3,5.0
2024-10-12T00:06:55,2692,136,119.12,5.0
2024-10-12T00:06:56,2616,135,114.57,5.0
2024-10-12T00:06:57,2712,138,115.06,5.0
2024-10-12T00:06:58,2533,133,125.58,5.0
2024-10-12T00:06:59,2621,135,113.35,5.0
2024-10-12T00:07:00,2442,115,113.03,5.0
2024-10-12T00:07:01,2475,119,125.98,5.0
2024-10-12T00:07:02,2561,125,121.99,5.0
2024-10-12T00:07:03,2483,118,118.98,5.0
2024-10-12T00:07:04,2498,110,127.32,5.0
2024-10-12T00:07:05,2600,127,113.74,5.0
2024-10-12T00:07:06,2533,126,117.22,5.0
2024-10-12T00:07:07,2465,114,118.45,5.0
2024-10-12T00:07:08,2481,112,120.29,5.0
2024-10-12T00:07:09,2612,113,126.46,5.0
2024-10-12T00:07:10,2648,118,128.96,5.0
2024-10-12T00:07:11,2556,105,126.75,5.0
2024-10-12T00:07:12,2703,100,122.92,5.0
2024-10-12T00:07:13,2784,109,126.32,5.0
2024-10-12T00:07:14,2718,103,123.11,5.0
2024-10-12T00:07:15,2737,113,126.02,5.0
2024-10-12T00:07:16,2908,102,115.76,5.0
2024-10-12T00:07:17,2839,112,120.59,5.0
2024-10-12T00:07:18,2842,99,123.92,5.0
2024-10-12T00:07:19,2964,94,129.49,5.0
2024-10-12T00:07:20,2915,92,121.36,5.0
2024-10-12T00:07:21,3093,104,126.93,5.0
2024-10-12T00:07:22,3019,93,116.13,5.0
2024-10-12T00:07:23,3068,91,131.12,5.0
2024-10-12T00:07:24,3269,96,128.63,5.0
2024-10-12T00:07:25,3324,107,127.21,5.0
2024-10-12T00:07:26,3371,98,132.22,5.0
2024-10-12T00:07:27,3320,100,113.25,5.0
2024-10-12T00:07:28,3264,90,114.2,5.0
2024-10-12T00:07:29,3319,92,114.37,5.0
2024-10-12T00:07:30,3352,102,115.87,5.0
2024-10-12T00:07:31,3386,108,119.86,5.0
2024-10-12T00:07:32,3458,108,131.47,5.0
2024-10-12T00:07:33,3553,99,113.22,5.0
2024-10-12T00:07:34,3592,106,124.42,5.0
2024-10-12T00:07:35,3413,108,127.58,5.0
2024-10-12T00:07:36,3476,98,118.7,5.0
2024-10-12T00:07:37,3460,99,130.2,5.0
2024-10-12T00:07:38,3561,114,119.1,5.0
2024-10-12T00:07:39,3482,101,123.86,5.0
2024-10-12T00:07:40,3383,106,127.88,5.0
2024-10-12T00:07:41,3500,99,123.93,5.0
2024-10-12T00:07:42,3390,108,116.51,5.0
2024-10-12T00:07:43,3361,113,118.43,5.0
2024-10-12T00:07:44,3332,106,132.95,5.0
2024-10-12T00:07:45,3357,105,117.72,5.0
2024-10-12T00:07:46,3213,108,131.96,5.0
2024-10-12T00:07:47,3254,123,127.14,5.0
2024-10-12T00:07:48,3121,119,126.87,5.0
2024-10-12T00:07:49,3195,112,128.82,5.0
2024-10-12T00:07:50,2962,110,117.65,5.0
2024-10-12T00:07:51,3072,110,120.2,5.0
2024-10-12T00:07:52,2992,115,114.69,5.0
2024-10-12T00:07:53,2897,123,117.55,5.0
2024-10-12T00:07:54,2796,113,115.37,5.0
2024-10-12T00:07:55,2743,128,117.4,5.0
2024-10-12T00:07:56,2803,120,117.09,5.0
2024-10-12T00:07:57,2766,136,117.27,5.0
2024-10-12T00:07:58,2735,127,131.5,5.0
2024-10-12T00:07:59,2729,139,117.68,5.0
2024-10-12T00:08:00,2681,127,127.67,5.0
2024-10-12T00:08:01,2541,131,130.27,5.0
2024-10-12T00:08:02,2480,131,118.84,5.0
2024-10-12T00:08:03,2515,139,125.23,5.0
2024-10-12T00:08:04,2556,134,129.08,5.0
2024-10-12T00:08:05,2471,136,118.93,5.0
2024-10-12T00:08:06,2518,137,119.28,5.0
2024-10-12T00:08:07,2549,132,120.91,5.0
2024-10-12T00:08:08,2543,127,125.55,5.0
2024-10-12T00:08:09,2523,135,121.75,5.0
2024-10-12T00:08:10,2428,139,116.46,5.0
2024-10-12T00:08:11,2474,141,119.29,5.0
2024-10-12T00:08:12,2618,146,125.3,5.0
2024-10-12T00:08:13,2512,137,115.01,5.0
2024-10-12T00:08:14,2652,138,118.87,5.0
2024-10-12T00:08:15,2581,129,116.39,5.0
2024-10-12T00:08:16,2758,139,131.32,5.0
2024-10-12T00:08:17,2633,129,116.36,5.0
2024-10-12T00:08:18,2732,131,118.42,5.0
2024-10-12T00:08:19,2816,143,133.65,5.0
2024-10-12T00:08:20,2943,128,130.08,5.0
2024-10-12T00:08:21,2995,132,123.48,5.0
2024-10-12T00:08:22,2988,133,133.82,5.0
2024-10-12T00:08:23,3069,133,126.99,5.0
2024-10-12T00:08:24,3081,126,117.75,5.0
2024-10-12T00:08:25,3029,134,122.52,5.0
2024-10-12T00:08:26,3214,132,118.49,5.0
2024-10-12T00:08:27,3256,136,135.08,5.0
2024-10-12T00:08:28,3209,131,133.95,5.0
2024-10-12T00:08:29,3319,138,125.87,5.0
2024-10-12T00:08:30,3299,123,129.23,5.0
2024-10-12T00:08:31,3444,138,129.76,5.0
2024-10-12T00:08:32,3347,130,135.06,5.0
2024-10-12T00:08:33,3393,126,128.13,5.0
2024-10-12T00:08:34,3531,115,129.28,5.0
2024-10-12T00:08:35,3424,130,124.85,5.0
2024-10-12T00:08:36,3486,121,133.96,5.0
2024-10-12T00:08:37,3455,116,116.45,5.0
2024-10-12T00:08:38,3510,122,119.21,5.0
2024-10-12T00:08:39,3537,117,117.54,5.0
2024-10-12T00:08:40,3580,108,134.2,5.0
2024-10-12T00:08:41,3499,123,121.46,5.0
2024-10-12T00:08:42,3462,121,135.86,5.0
2024-10-12T00:08:43,3483,111,116.16,5.0
2024-10-12T00:08:44,3497,110,119.75,5.0
2024-10-12T00:08:45,3437,116,117.54,5.0
2024-10-12T00:08:46,3263,109,133.15,5.0
2024-10-12T00:08:47,3359,100,128.78,5.0
2024-10-12T00:08:48,3262,111,134.88,5.0
2024-10-12T00:08:49,3179,109,119.42,5.0
2024-10-12T00:08:50,3230,98,128.06,5.0
2024-10-12T00:08:51,3250,115,122.93,5.0
2024-10-12T00:08:52,3166,110,127.88,5.0
2024-10-12T00:08:53,3039,95,117.66,5.0
2024-10-12T00:08:54,2934,103,130.25,5.0
2024-10-12T00:08:55,2863,111,119.12,5.0
