timestamp,sales,customers,average_order_value,customer_satisfaction
2024-10-12 00:01:27,3333,112,113.02,5.0
2024-10-12 00:01:28,3224,106,95.09,5.0
2024-10-12 00:01:29,3255,105,94.73,5.0
2024-10-12 00:01:30,3115,112,101.53,5.0
2024-10-12 00:01:31,3153,105,101.31,5.0
2024-10-12 00:01:32,3106,109,105.85,5.0
2024-10-12 00:01:33,3102,113,111.5,5.0
2024-10-12 00:01:34,3079,116,101.36,5.0
2024-10-12 00:01:35,2865,118,95.19,5.0
2024-10-12 00:01:36,2868,117,102.81,5.0
2024-10-12 00:01:37,2831,113,104.64,5.0
2024-10-12 00:01:38,2887,132,110.07,5.0
2024-10-12 00:01:39,2855,135,104.78,5.0
2024-10-12 00:01:40,2696,134,108.14,5.0
2024-10-12 00:01:41,2775,129,113.79,5.0
2024-10-12 00:01:42,2729,130,105.54,5.0
2024-10-12 00:01:43,2572,135,95.91,5.0
2024-10-12 00:01:44,2535,125,104.18,5.0
2024-10-12 00:01:45,2656,138,103.92,5.0
2024-10-12 00:01:46,2455,140,107.62,5.0
2024-10-12 00:01:47,2611,136,99.75,5.0
2024-10-12 00:01:48,2485,132,109.09,5.0
2024-10-12 00:01:49,2540,132,107.87,5.0
2024-10-12 00:01:50,2596,131,114.52,5.0
2024-10-12 00:01:51,2517,136,105.11,5.0
2024-10-12 00:01:52,2484,144,98.6,5.0
2024-10-12 00:01:53,2511,146,107.12,5.0
2024-10-12 00:01:54,2548,130,101.1,5.0
2024-10-12 00:01:55,2614,132,111.84,5.0
2024-10-12 00:01:56,2532,131,113.21,5.0
2024-10-12 00:01:57,2657,136,102.91,5.0
2024-10-12 00:01:58,2683,149,98.57,5.0
2024-10-12 00:01:59,2717,144,103.37,5.0
2024-10-12 00:02:00,2680,139,96.95,5.0
2024-10-12 00:02:01,2801,146,102.54,5.0
2024-10-12 00:02:02,2769,145,101.29,5.0
2024-10-12 00:02:03,2854,147,112.95,5.0
2024-10-12 00:02:04,2820,139,104.83,5.0
2024-10-12 00:02:05,2914,134,110.47,5.0
2024-10-12 00:02:06,2967,139,97.39,5.0
2024-10-12 00:02:07,3132,126,101.91,5.0
2024-10-12 00:02:08,3149,134,108.26,5.0
2024-10-12 00:02:09,3125,133,102.14,5.0
2024-10-12 00:02:10,3118,138,102.88,5.0
2024-10-12 00:02:11,3260,139,109.65,5.0
2024-10-12 00:02:12,3327,138,116.2,5.0
2024-10-12 00:02:13,3239,123,109.61,5.0
2024-10-12 00:02:14,3465,138,97.26,5.0
2024-10-12 00:02:15,3404,123,97.47,5.0
2024-10-12 00:02:16,3520,120,116.45,5.0
2024-10-12 00:02:17,3430,129,102.9,5.0
2024-10-12 00:02:18,3375,115,111.74,5.0
2024-10-12 00:02:19,3387,122,101.85,5.0
2024-10-12 00:02:20,3438,123,104.12,5.0
2024-10-12 00:02:21,3399,118,99.2,5.0
2024-10-12 00:02:22,3502,125,102.5,5.0
2024-10-12 00:02:23,3403,121,109.85,5.0
2024-10-12 00:02:24,3430,115,117.18,5.0
2024-10-12 00:02:25,3442,123,99.08,5.0
2024-10-12 00:02:26,3479,104,109.44,5.0
2024-10-12 00:02:27,3439,114,105.3,5.0
2024-10-12 00:02:28,3457,117,97.7,5.0
2024-10-12 00:02:29,3299,104,98.45,5.0
2024-10-12 00:02:30,3413,112,103.09,5.0
2024-10-12 00:02:31,3186,108,102.07,5.0
2024-10-12 00:02:32,3185,116,115.42,5.0
2024-10-12 00:02:33,3272,115,104.28,5.0
2024-10-12 00:02:34,3191,114,114.86,5.0
2024-10-12 00:02:35,3125,110,109.12,5.0
2024-10-12 00:02:36,3050,101,99.65,5.0
2024-10-12 00:02:37,2934,111,106.24,5.0
2024-10-12 00:02:38,3045,94,101.66,5.0
2024-10-12 00:02:39,2942,91,109.08,5.0
2024-10-12 00:02:40,2901,97,106.73,5.0
2024-10-12 00:02:41,2763,93,117.5,5.0
2024-10-12 00:02:42,2754,97,103.02,5.0
2024-10-12 00:02:43,2725,93,111.47,5.0
2024-10-12 00:02:44,2697,90,99.73,5.0
2024-10-12 00:02:45,2571,98,116.34,5.0
2024-10-12 00:02:46,2561,105,102.7,5.0
2024-10-12 00:02:47,2657,101,104.03,5.0
2024-10-12 00:02:48,2596,107,108.21,5.0
2024-10-12 00:02:49,2445,92,103.43,5.0
2024-10-12 00:02:50,2447,103,99.82,5.0
2024-10-12 00:02:51,2540,111,103.0,5.0
2024-10-12 00:02:52,2464,108,103.93,5.0
2024-10-12 00:02:53,2491,103,114.07,5.0
2024-10-12 00:02:54,2519,93,108.7,5.0
2024-10-12 00:02:55,2570,101,105.47,5.0
2024-10-12 00:02:56,2510,100,111.1,5.0
2024-10-12 00:02:57,2523,112,102.12,5.0
2024-10-12 00:02:58,2607,99,107.57,5.0
2024-10-12 00:02:59,2515,98,103.92,5.0
2024-10-12 00:03:00,2666,104,118.84,5.0
2024-10-12 00:03:01,2705,106,99.8,5.0
2024-10-12 00:03:02,2621,118,112.51,5.0
2024-10-12 00:03:03,2751,120,102.41,5.0
2024-10-12 00:03:04,2797,120,111.65,5.0
2024-10-12 00:03:05,2869,122,108.13,5.0
2024-10-12 00:03:06,2883,122,103.77,5.0
2024-10-12 00:03:07,2953,125,105.69,5.0
2024-10-12 00:03:08,3054,122,114.84,5.0
2024-10-12 00:03:09,2978,111,118.42,5.0
2024-10-12 00:03:10,3146,117,113.12,5.0
2024-10-12 00:03:11,3143,132,104.31,5.0
2024-10-12 00:03:12,3143,116,109.83,5.0
2024-10-12 00:03:13,3300,132,104.46,5.0
2024-10-12 00:03:14,3197,127,106.22,5.0
2024-10-12 00:03:15,3231,138,103.25,5.0
2024-10-12 00:03:16,3243,119,104.76,5.0
2024-10-12 00:03:17,3380,132,116.85,5.0
2024-10-12 00:03:18,3324,122,109.39,5.0
2024-10-12 00:03:19,3385,129,118.11,5.0
2024-10-12 00:03:20,3411,125,113.5,5.0
2024-10-12 00:03:21,3509,139,118.92,5.0
2024-10-12 00:03:22,3553,128,105.18,5.0
2024-10-12 00:03:23,3434,145,109.22,5.0
2024-10-12 00:03:24,3426,132,114.46,5.0
2024-10-12 00:03:25,3459,144,104.5,5.0
2024-10-12 00:03:26,3447,137,103.68,5.0
2024-10-12 00:03:27,3431,135,119.18,5.0
2024-10-12 00:03:28,3510,148,120.09,5.0
2024-10-12 00:03:29,3451,134,112.49,5.0
2024-10-12 00:03:30,3459,136,104.16,5.0
2024-10-12 00:03:31,3383,142,117.45,5.0
2024-10-12 00:03:32,3305,140,113.27,5.0
2024-10-12 00:03:33,3344,147,112.47,5.0
2024-10-12 00:03:34,3208,144,109.19,5.0
2024-10-12 00:03:35,3233,149,107.11,5.0
2024-10-12 00:03:36,3274,143,104.37,5.0
2024-10-12 00:03:37,3061,132,119.16,5.0
2024-10-12 00:03:38,3094,147,117.71,5.0
2024-10-12 00:03:39,2972,136,101.24,5.0
2024-10-12 00:03:40,3014,144,104.92,5.0
2024-10-12 00:03:41,2885,128,120.91,5.0
2024-10-12 00:03:42,2808,139,104.17,5.0
2024-10-12 00:03:43,2849,140,109.86,5.0
2024-10-12 00:03:44,2739,137,114.43,5.0
2024-10-12 00:03:45,2855,138,118.61,5.0
2024-10-12 00:03:46,2699,128,110.63,5.0
2024-10-12 00:03:47,2641,120,113.04,5.0
2024-10-12 00:03:48,2568,122,107.61,5.0
2024-10-12 00:03:49,2632,130,119.23,5.0
2024-10-12 00:03:50,2535,122,116.35,5.0
2024-10-12 00:03:51,2542,133,110.47,5.0
2024-10-12 00:03:52,2512,118,119.93,5.0
2024-10-12 00:03:53,2472,119,102.62,5.0
2024-10-12 00:03:54,2495,117,103.71,5.0
2024-10-12 00:03:55,2575,128,104.55,5.0
2024-10-12 00:03:56,2406,122,103.75,5.0
2024-10-12 00:03:57,2425,109,109.11,5.0
2024-10-12 00:03:58,2531,108,105.66,5.0
2024-10-12 00:03:59,2525,125,116.32,5.0
2024-10-12 00:04:00,2616,106,102.71,5.0
2024-10-12 00:04:01,2504,114,106.76,5.0
2024-10-12 00:04:02,2581,112,113.21,5.0
2024-10-12 00:04:03,2644,113,115.36,5.0
2024-10-12 00:04:04,2743,99,116.25,5.0
2024-10-12 00:04:05,2639,106,103.22,5.0
2024-10-12 00:04:06,2742,107,107.84,5.0
2024-10-12 00:04:07,2850,99,113.16,5.0
2024-10-12 00:04:08,2752,100,108.72,5.0
2024-10-12 00:04:09,2876,100,120.19,5.0
2024-10-12 00:04:10,2884,97,109.52,5.0
2024-10-12 00:04:11,3075,99,115.76,5.0
2024-10-12 00:04:12,2942,102,119.35,5.0
2024-10-12 00:04:13,3108,103,106.33,5.0
2024-10-12 00:04:14,3167,102,120.01,5.0
2024-10-12 00:04:15,3185,110,111.12,5.0
2024-10-12 00:04:16,3202,100,104.31,5.0
2024-10-12 00:04:17,3340,110,117.12,5.0
2024-10-12 00:04:18,3222,107,110.46,5.0
2024-10-12 00:04:19,3266,102,116.52,5.0
2024-10-12 00:04:20,3380,100,117.24,5.0
2024-10-12 00:04:21,3326,98,109.6,5.0
2024-10-12 00:04:22,3453,103,110.39,5.0
2024-10-12 00:04:23,3548,99,111.96,5.0
2024-10-12 00:04:24,3419,94,118.16,5.0
2024-10-12 00:04:25,3506,96,107.39,5.0
2024-10-12 00:04:26,3571,108,111.06,5.0
2024-10-12 00:04:27,3516,96,117.58,5.0
2024-10-12 00:04:28,3521,106,113.6,5.0
2024-10-12 00:04:29,3445,111,105.91,5.0
2024-10-12 00:04:30,3544,97,118.28,5.0
2024-10-12 00:04:31,3421,114,112.36,5.0
2024-10-12 00:04:32,3362,96,109.17,5.0
2024-10-12 00:04:33,3459,107,109.88,5.0
2024-10-12 00:04:34,3457,111,115.34,5.0
2024-10-12 00:04:35,3272,104,106.54,5.0
2024-10-12 00:04:36,3399,120,115.94,5.0
2024-10-12 00:04:37,3358,105,121.11,5.0
2024-10-12 00:04:38,3271,120,108.91,5.0
2024-10-12 00:04:39,3234,121,106.36,5.0
2024-10-12 00:04:40,3177,122,118.27,5.0
2024-10-12 00:04:41,3166,116,109.37,5.0
2024-10-12 00:04:42,2994,129,114.24,5.0
2024-10-12 00:04:43,2927,128,110.86,5.0
2024-10-12 00:04:44,2980,117,120.12,5.0
2024-10-12 00:04:45,2798,114,104.89,5.0
2024-10-12 00:04:46,2835,129,114.65,5.0
2024-10-12 00:04:47,2867,115,107.93,5.0
2024-10-12 00:04:48,2806,118,115.06,5.0
2024-10-12 00:04:49,2610,121,123.34,5.0
2024-10-12 00:04:50,2705,134,105.16,5.0
2024-10-12 00:04:51,2577,123,106.99,5.0
2024-10-12 00:04:52,2531,140,115.4,5.0
2024-10-12 00:04:53,2493,140,111.73,5.0
2024-10-12 00:04:54,2496,137,110.4,5.0
2024-10-12 00:04:55,2436,144,110.38,5.0
2024-10-12 00:04:56,2444,129,112.44,5.0
2024-10-12 00:04:57,2527,132,106.5,5.0
2024-10-12 00:04:58,2456,136,112.42,5.0
2024-10-12 00:04:59,2523,128,115.99,5.0
2024-10-12 00:05:00,2414,131,119.99,5.0
2024-10-12 00:05:01,2576,132,119.06,5.0
2024-10-12 00:05:02,2619,147,107.69,5.0
2024-10-12 00:05:03,2489,149,113.26,5.0
2024-10-12 00:05:04,2544,148,113.15,5.0
2024-10-12 00:05:05,2702,134,118.99,5.0
2024-10-12 00:05:06,2606,136,111.11,5.0
2024-10-12 00:05:07,2671,134,113.74,5.0
2024-10-12 00:05:08,2806,132,107.0,5.0
2024-10-12 00:05:09,2848,137,111.84,5.0
2024-10-12 00:05:10,2773,132,120.28,5.0
2024-10-12 00:05:11,2838,138,123.61,5.0
2024-10-12 00:05:12,2923,130,125.3,5.0
2024-10-12 00:05:13,2973,144,120.26,5.0
2024-10-12 00:05:14,3014,128,114.01,5.0
2024-10-12 00:05:15,2953,139,122.3,5.0
2024-10-12 00:05:16,3084,127,117.56,5.0
2024-10-12 00:05:17,3130,135,124.9,5.0
2024-10-12 00:05:18,3127,141,109.59,5.0
2024-10-12 00:05:19,3286,127,112.25,5.0
2024-10-12 00:05:20,3191,123,111.82,5.0
2024-10-12 00:05:21,3246,126,122.33,5.0
2024-10-12 00:05:22,3382,122,106.52,5.0
2024-10-12 00:05:23,3461,136,113.81,5.0
2024-10-12 00:05:24,3332,126,119.0,5.0
2024-10-12 00:05:25,3536,135,110.95,5.0
2024-10-12 00:05:26,3392,125,114.54,5.0
2024-10-12 00:05:27,3532,128,120.52,5.0
2024-10-12 00:05:28,3588,125,117.98,5.0
2024-10-12 00:05:29,3541,122,112.47,5.0
2024-10-12 00:05:30,3421,114,107.78,5.0
2024-10-12 00:05:31,3462,123,115.07,5.0
2024-10-12 00:05:32,3572,107,111.47,5.0
2024-10-12 00:05:33,3456,108,108.92,5.0
2024-10-12 00:05:34,3517,124,117.5,5.0
2024-10-12 00:05:35,3427,103,117.67,5.0
2024-10-12 00:05:36,3317,110,125.26,5.0
2024-10-12 00:05:37,3279,105,109.7,5.0
2024-10-12 00:05:38,3435,103,125.89,5.0
2024-10-12 00:05:39,3248,101,111.13,5.0
2024-10-12 00:05:40,3263,111,113.31,5.0
2024-10-12 00:05:41,3144,104,123.7,5.0
2024-10-12 00:05:42,3169,101,125.32,5.0
2024-10-12 00:05:43,3146,103,118.38,5.0
2024-10-12 00:05:44,3091,112,112.95,5.0
2024-10-12 00:05:45,3100,98,122.31,5.0
2024-10-12 00:05:46,3075,93,125.77,5.0
2024-10-12 00:05:47,2987,107,126.4,5.0
2024-10-12 00:05:48,2793,103,117.75,5.0
2024-10-12 00:05:49,2882,107,116.42,5.0
2024-10-12 00:05:50,2863,93,117.29,5.0
2024-10-12 00:05:51,2791,106,117.85,5.0
2024-10-12 00:05:52,2749,91,114.37,5.0
2024-10-12 00:05:53,2632,106,117.12,5.0
2024-10-12 00:05:54,2547,102,112.21,5.0
2024-10-12 00:05:55,2662,101,115.43,5.0
2024-10-12 00:05:56,2619,104,124.0,5.0
2024-10-12 00:05:57,2522,90,123.02,5.0
2024-10-12 00:05:58,2454,104,114.85,5.0
2024-10-12 00:05:59,2450,92,127.65,5.0
2024-10-12 00:06:00,2457,102,124.4,5.0
2024-10-12 00:06:01,2502,93,115.29,5.0
2024-10-12 00:06:02,2433,94,109.17,5.0
2024-10-12 00:06:03,2495,95,116.18,5.0
2024-10-12 00:06:04,2446,111,110.82,5.0
2024-10-12 00:06:05,2544,101,121.57,5.0
2024-10-12 00:06:06,2481,99,126.16,5.0
2024-10-12 00:06:07,2615,113,119.23,5.0
2024-10-12 00:06:08,2558,113,110.01,5.0
2024-10-12 00:06:09,2562,119,116.06,5.0
2024-10-12 00:06:10,2661,114,119.34,5.0
2024-10-12 00:06:11,2783,118,119.66,5.0
2024-10-12 00:06:12,2851,121,115.38,5.0
2024-10-12 00:06:13,2864,114,123.09,5.0
2024-10-12 00:06:14,2884,111,127.25,5.0
2024-10-12 00:06:15,2844,117,126.08,5.0
2024-10-12 00:06:16,2874,128,119.51,5.0
2024-10-12 00:06:17,3036,129,125.05,5.0
2024-10-12 00:06:18,3137,116,117.52,5.0
2024-10-12 00:06:19,3117,113,112.3,5.0
2024-10-12 00:06:20,3220,128,114.46,5.0
2024-10-12 00:06:21,3134,126,121.71,5.0
2024-10-12 00:06:22,3244,135,120.81,5.0
2024-10-12 00:06:23,3337,120,113.95,5.0
2024-10-12 00:06:24,3319,126,118.13,5.0
2024-10-12 00:06:25,3317,120,113.23,5.0
2024-10-12 00:06:26,3377,140,120.83,5.0
2024-10-12 00:06:27,3383,124,110.68,5.0
2024-10-12 00:06:28,3510,131,121.69,5.0
2024-10-12 00:06:29,3552,129,121.74,5.0
2024-10-12 00:06:30,3465,133,124.66,5.0
2024-10-12 00:06:31,3441,126,124.5,5.0
2024-10-12 00:06:32,3563,131,118.02,5.0
2024-10-12 00:06:33,3523,134,124.52,5.0
2024-10-12 00:06:34,3400,139,116.17,5.0
2024-10-12 00:06:35,3578,148,111.61,5.0
2024-10-12 00:06:36,3564,134,116.51,5.0
2024-10-12 00:06:37,3359,138,126.79,5.0
2024-10-12 00:06:38,3410,136,111.18,5.0
2024-10-12 00:06:39,3483,140,112.49,5.0
2024-10-12 00:06:40,3431,148,119.56,5.0
2024-10-12 00:06:41,3239,145,122.22,5.0
2024-10-12 00:06:42,3302,140,111.84,5.0
2024-10-12 00:06:43,3244,132,112.84,5.0
2024-10-12 00:06:44,3117,134,128.07,5.0
2024-10-12 00:06:45,3235,146,111.83,5.0
2024-10-12 00:06:46,3158,147,118.42,5.0
2024-10-12 00:06:47,3116,148,117.95,5.0
2024-10-12 00:06:48,2976,135,116.68,5.0
2024-10-12 00:06:49,2974,144,112.4,5.0
2024-10-12 00:06:50,2945,141,127.15,5.0
2024-10-12 00:06:51,2800,141,115.65,5.0
2024-10-12 00:06:52,2843,143,111.71,5.0
2024-10-12 00:06:53,2793,131,117.91,5.0
2024-10-12 00:06:54,2639,135,115.92,5.0
2024-10-12 00:06:55,2660,129,128.64,5.0
2024-10-12 00:06:56,2598,129,120.14,5.0
2024-10-12 00:06:57,2675,132,112.42,5.0
2024-10-12 00:06:58,2623,131,119.41,5.0
2024-10-12 00:06:59,2508,125,128.13,5.0
2024-10-12 00:07:00,2633,131,112.24,5.0
2024-10-12 00:07:01,2590,122,112.35,5.0
2024-10-12 00:07:02,2507,114,113.44,5.0
2024-10-12 00:07:03,2538,126,125.96,5.0
2024-10-12 00:07:04,2457,121,125.56,5.0
2024-10-12 00:07:05,2412,113,113.74,5.0
2024-10-12 00:07:06,2439,109,126.53,5.0
2024-10-12 00:07:07,2486,116,120.47,5.0
2024-10-12 00:07:08,2575,110,127.61,5.0
2024-10-12 00:07:09,2458,107,126.06,5.0
2024-10-12 00:07:10,2664,105,124.97,5.0
2024-10-12 00:07:11,2622,120,126.91,5.0
2024-10-12 00:07:12,2565,114,127.28,5.0
2024-10-12 00:07:13,2692,100,124.49,5.0
2024-10-12 00:07:14,2825,112,113.6,5.0
2024-10-12 00:07:15,2695,97,123.96,5.0
2024-10-12 00:07:16,2758,107,116.97,5.0
2024-10-12 00:07:17,2817,108,114.89,5.0
2024-10-12 00:07:18,2991,105,127.03,5.0
2024-10-12 00:07:19,2971,113,124.97,5.0
2024-10-12 00:07:20,3034,110,128.72,5.0
2024-10-12 00:07:21,3025,93,120.47,5.0
2024-10-12 00:07:22,3021,96,117.19,5.0
2024-10-12 00:07:23,3145,101,125.72,5.0
2024-10-12 00:07:24,3146,97,121.46,5.0
2024-10-12 00:07:25,3262,101,116.18,5.0
2024-10-12 00:07:26,3333,101,123.83,5.0
2024-10-12 00:07:27,3334,109,126.74,5.0
2024-10-12 00:07:28,3274,98,123.16,5.0
2024-10-12 00:07:29,3361,107,114.43,5.0
2024-10-12 00:07:30,3500,101,118.55,5.0
2024-10-12 00:07:31,3496,90,119.98,5.0
2024-10-12 00:07:32,3525,107,113.93,5.0
2024-10-12 00:07:33,3549,111,126.67,5.0
2024-10-12 00:07:34,3421,93,114.01,5.0
2024-10-12 00:07:35,3433,95,118.13,5.0
2024-10-12 00:07:36,3399,94,128.85,5.0
2024-10-12 00:07:37,3581,99,115.06,5.0
2024-10-12 00:07:38,3559,101,126.12,5.0
2024-10-12 00:07:39,3458,101,125.58,5.0
2024-10-12 00:07:40,3517,97,126.27,5.0
2024-10-12 00:07:41,3351,112,119.13,5.0
2024-10-12 00:07:42,3323,103,131.81,5.0
2024-10-12 00:07:43,3449,103,125.9,5.0
2024-10-12 00:07:44,3388,108,114.53,5.0
2024-10-12 00:07:45,3310,117,123.66,5.0
2024-10-12 00:07:46,3271,118,129.99,5.0
2024-10-12 00:07:47,3181,116,124.03,5.0
2024-10-12 00:07:48,3181,122,123.69,5.0
2024-10-12 00:07:49,3097,107,125.27,5.0
2024-10-12 00:07:50,3075,113,132.58,5.0
2024-10-12 00:07:51,3061,121,132.89,5.0
2024-10-12 00:07:52,2862,121,129.36,5.0
2024-10-12 00:07:53,2835,125,113.71,5.0
2024-10-12 00:07:54,2769,120,129.62,5.0
2024-10-12 00:07:55,2879,134,115.27,5.0
2024-10-12 00:07:56,2715,132,118.32,5.0
2024-10-12 00:07:57,2764,135,127.54,5.0
2024-10-12 00:07:58,2685,127,127.31,5.0
2024-10-12 00:07:59,2658,127,129.2,5.0
2024-10-12 00:08:00,2663,123,121.92,5.0
2024-10-12 00:08:01,2507,135,114.99,5.0
2024-10-12 00:08:02,2535,128,129.64,5.0
2024-10-12 00:08:03,2472,133,117.48,5.0
2024-10-12 00:08:04,2536,130,126.67,5.0
2024-10-12 00:08:05,2439,142,133.88,5.0
2024-10-12 00:08:06,2434,127,120.61,5.0
2024-10-12 00:08:07,2495,129,118.82,5.0
2024-10-12 00:08:08,2516,144,123.49,5.0
2024-10-12 00:08:09,2597,129,123.37,5.0
2024-10-12 00:08:10,2581,148,125.06,5.0
2024-10-12 00:08:11,2511,142,127.61,5.0
2024-10-12 00:08:12,2515,143,118.3,5.0
2024-10-12 00:08:13,2493,134,129.73,5.0
2024-10-12 00:08:14,2625,131,134.06,5.0
2024-10-12 00:08:15,2633,145,129.09,5.0
2024-10-12 00:08:16,2596,134,116.45,5.0
2024-10-12 00:08:17,2683,143,122.72,5.0
2024-10-12 00:08:18,2752,132,129.06,5.0
2024-10-12 00:08:19,2832,145,125.5,5.0
2024-10-12 00:08:20,2946,128,129.27,5.0
2024-10-12 00:08:21,2882,136,116.52,5.0
2024-10-12 00:08:22,3032,133,128.01,5.0
2024-10-12 00:08:23,3099,129,126.66,5.0
2024-10-12 00:08:24,3009,142,130.84,5.0
2024-10-12 00:08:25,3055,127,130.69,5.0
2024-10-12 00:08:26,3205,141,122.58,5.0
2024-10-12 00:08:27,3242,123,118.74,5.0
2024-10-12 00:08:28,3165,122,132.99,5.0
2024-10-12 00:08:29,3322,133,130.17,5.0
2024-10-12 00:08:30,3251,136,124.35,5.0
2024-10-12 00:08:31,3423,119,120.41,5.0
2024-10-12 00:08:32,3388,120,120.05,5.0
2024-10-12 00:08:33,3484,121,134.48,5.0
2024-10-12 00:08:34,3475,122,129.79,5.0
2024-10-12 00:08:35,3548,118,130.8,5.0
2024-10-12 00:08:36,3525,117,133.6,5.0
2024-10-12 00:08:37,3406,128,133.05,5.0
2024-10-12 00:08:38,3580,110,129.0,5.0
2024-10-12 00:08:39,3421,117,124.38,5.0
2024-10-12 00:08:40,3547,109,130.87,5.0
2024-10-12 00:08:41,3532,111,128.85,5.0
2024-10-12 00:08:42,3449,124,127.87,5.0
2024-10-12 00:08:43,3385,108,122.0,5.0
2024-10-12 00:08:44,3331,114,117.16,5.0
2024-10-12 00:08:45,3430,112,122.26,5.0
2024-10-12 00:08:46,3347,108,134.68,5.0
2024-10-12 00:08:47,3366,104,134.75,5.0
2024-10-12 00:08:48,3342,102,124.11,5.0
2024-10-12 00:08:49,3245,101,117.78,5.0
2024-10-12 00:08:50,3182,103,120.22,5.0
2024-10-12 00:08:51,3234,104,128.27,5.0
2024-10-12 00:08:52,3076,104,121.61,5.0
2024-10-12 00:08:53,3024,107,119.75,5.0
2024-10-12 00:08:54,3099,106,127.74,5.0
2024-10-12 00:08:55,3040,100,122.41,5.0
